Codigo,Nome,Ementa
IQD0103,EQUILÍBRIO E CINÉTICA QUÍMICA - 60h,Substâncias puras e equilíbrio de fases. Solução ideal e propriedades coligativas. Solução diluida ideal. Misturas binárias. Equilíbrio em sistemas não ideais. Equilíbrio eletroquímico.Cinética Química. Leis empíricas e mecanismos. Teoria da colisões e do complexo ativado.
IQD0153,QUÍMICA GERAL E INORGÂNICA - 90h,RECAO QUIMICAS - TERMOQUIMICA - EQUILIRIO QUIMICO - ESTRUTURA ATOMICA - LIGACOES QUIMICAS - ACIDOS E BASES - OXIDACAO E REDUCAO - QUIMICA DESCRITIVA DOS PRINCIPAIS ELEMENTOS REPRESENTATIVOS E DE TRANSICAO
IQD0259,PRINCÍPIOS DE EQUILÍBRIOS QUÍMICOS - 30h,"Conceito geral do equilíbrio químico em meio aquoso, Lei da Ação das Massas, constante de equilíbrio princípio de Le Chatelier fatores que afetam o equilíbrio, aspectos termodinâmicos e cinéticos envolvendo reações químicas simples, solubilidade e sais pouco solúveis, teorias ácido-base e conceitos básicos de eletroquímica."
IQD0262,ESTRUTURA ATÔMICA E LIGAÇÕES QUÍMICAS - 30h,"Abordagem fundamental dos princípios evolutivos da Estrutura Atômica ea Lei Periódica: Modelos Atômicos até a Mecânica Quântica. A ligaçãoquímica: estruturas, modelos e teorias de ligação."
IQD0263,PRINCÍPIOS DA TERMODINÂMICA E CINÉTICA QUÍMICA - 30h,Abordagem conceitual dos princípios fundamentais da Termodinâmica Química e da Cinética Química e suas aplicações. Interface da Termodinâmica Química e da Cinética Química com outras áreas do conhecimento.
IQD0296,FUNDAMENTOS DE FÍSICO-QUÍMICA - 60h,"Estudo do comportamento p,V,T da matéria nos estados gás, líquido e sólido. Primeiro Princípio da Termodinâmica. Energia. Calor e trabalho. Princípio de Conservação de Energia. Entalpia e energética das reações químicas. Máquinas térmicas e o surgimento do Segundo Princípio. Entropia. Espontaneidade e energia livre.Potencial químico de misturas. Substâncias puras e equilíbrio de fases. Diagramas de fases. Soluções ideais e propriedades coligativas. Soluções diluídas ideais. Misturas binárias. Equilíbrio em sistemas não ideais. Equação de Clapeyron. Equação de Clausius-Clapeyron. Regra das fases.Cinética Química. Leis empíricas e mecanismos. Teoria das colisões e do complexo ativado."
LIP0174,LÍNGUA DE SINAIS BRASILEIRA - BÁSICO - 60h,"Introdução à identidade, cultura, língua e acessibilidade em diferentes contextos da pessoa surda. Estratégias de comunicação: gestos e Língua de Sinais Brasileira (Libras). Prática de diálogos básicos em Libras, extraídos de situações cotidianas. Noções de variação linguística. Compreensão e produção de pequenos textos sinalizados, com foco nos contextos trabalhados."
MAT0031,INTRODUCAO A ALGEBRA LINEAR - 60h,Sistemas lineares e matrizes Espaços vetoriais Produto interno Transformações lineares Autovalores e autovetores Diagonalização de operadores Aplicações.
MAT0039,ALGEBRA LINEAR - 90h,O espaço R^n e o cálculo vetorial em R^2 e R^3 Corpos e Espaços vetoriais A teoria dos determinantes Aplicações lineares e matrizes Formas canônicas.
MAT0048,EQUACOES DIFERENCIAIS 1 - 60h,1. EQUACOES DIFERENCIAIS ORDINARIAS DE 1a. ORDEM. 2. EQUACOES DIFERENCIAIS ORDINARIAS LINEARES. 3. O METODO DAS SERIES DE POTENCIAS. 4. AS TRANSFORMADAS DE LAPLACE. 5. SISTEMAS LINEARES DE EQUACOES DIFERENCIAIS DE 1a. ORDEM.
MAT0053,CALCULO NUMERICO - 60h,ZEROS DE FUNCOES. ZEROS DE POLINOMIOS SISTEMAS DE EQUACOES LINEARES. INVERSAO DE MATRIZES AJUSTE DE CURVAS. INTERPOLACAO INTEGRACAO NUMERICA RESOLUCAO NUMERICA DE EQUACOES DIFERENCIAIS ORDINARIAS.
MAT0127,INTRODUÇÃO À ALGEBRA LINEAR E GEOMETRIA ANALÍTICA - 90h,
POL0004,PRÁTICA DE ENSINO EM INTRODUÇÃO À CIÊNCIA POLÍTICA - 60h,
PST0034,ERGONOMIA - 90h,"História, conceitos e características da Ergonomia. Atividade e contexto de
trabalho. Custo Humano do Trabalho: físico, afetivo, cognitivo. Principais
componentes do trabalho. Duração, ritmo e carga do trabalho. Usuários,
ambientes e instrumentos. Análise Ergonômica do Trabalho (AET)."
SOL0042,INTRODUÇÃO À SOCIOLOGIA - 60h,"O curso compreende tanto a apresentação de problemas elementares à abordagem da Sociologia quanto à contextualização institucional e histórico-social da disciplina. O propósito é iniciar o aluno na abordagem sociológica por meio da apresentação dos conceitos básicos, fundamentos, análises de problemas que sirvam para desenvolver um modo de interpretação da realidade social, necessário ao desempenho do profissional na área de ciências sociais. O objetivo é o de contribuir para que os alunos adquiram ferramentas básicas para inserir a dimensão social em suas percepções do mundo que nos cerca. Para isto, discute-se: a) a singularidade do olhar sociológico; b) os conceitos fundamentais da sociologia; c) fenômenos sociais que detém centralidade no universo das relações sociais."
